order_id,order_date,customer_id,product_id,store_id,quantity,unit_price_zar,discount,subtotal_zar,vat_zar,total_zar,payment_method,sales_channel,order_status
123,2025-11-24,1091.0,17,9,2,6434.83,0.1,12869.66,1930.45,14800.11,Debit Card,Online,Returned
124,2025-04-04,2183.0,19,4,1,2812.65,0.1,2812.65,421.9,3234.55,Cash,Online,Cancelled
125,2025-02-19,878.0,1,4,1,10235.15,0.2,10235.15,1535.27,11770.42,Card,Online,Returned
126,2024-08-23,473.0,5,1,3,10996.61,0.1,32989.83,4948.47,37938.3,Debit Card,Web,Completed
127,2024-07-03,554.0,2,9,2,1054.44,0.0,2108.88,316.33,2425.21,Card,Online,Completed
128,2025-07-19,304.0,8,9,1,494.78,0.1,494.78,74.22,569.0,Cash,Phone,Returned
129,2025-03-13,558.0,6,1,2,4419.35,0.2,8838.7,1325.81,10164.51,EFT,Web,Completed
130,2025-10-01,367.0,17,3,1,6792.32,0.05,6792.32,1018.85,7811.17,Card,Web,Pending
131,2025-11-28,1319.0,15,3,1,2038.29,0.2,2038.29,305.74,2344.03,Card,Store,Completed
132,2024-11-26,100.0,1,2,1,10874.85,0.15,10874.85,1631.23,12506.08,Card,Web,Pending
133,2025-03-25,780.0,16,2,3,4859.19,0.1,14577.57,2186.64,16764.21,PayFast,Web,Pending
134,2024-11-16,106.0,5,6,1,12218.46,0.0,12218.46,1832.77,14051.23,Cash,Phone,Returned
135,2024-05-31,653.0,3,9,2,5821.19,0.1,11642.38,1746.36,13388.74,Debit Card,Online,Returned
136,2024-10-22,314.0,5,3,2,9774.77,0.2,19549.54,2932.43,22481.97,Debit Card,Store,Completed
137,2024-01-27,2078.0,14,8,1,450.44,0.0,450.44,67.57,518.01,EFT,Store,Completed
138,2025-01-05,1415.0,11,2,2,267.18,0.0,534.36,80.15,614.51,Debit Card,Online,Returned
139,2024-06-01,504.0,8,7,3,494.78,0.1,1484.34,222.65,1706.99,Cash,Web,Completed
140,2024-06-23,201.0,12,5,3,3018.87,0.05,9056.61,1358.49,10415.1,PayFast,Store,Pending
141,2024-07-31,1925.0,2,7,1,949.0,0.1,949.0,142.35,1091.35,SnapScan,Phone,Returned
142,2024-07-08,70.0,20,9,1,2835.15,0.0,2835.15,425.27,3260.42,Card,Store,Completed
143,2025-07-23,1036.0,17,2,4,6077.34,0.15,24309.36,3646.4,27955.76,PayFast,Phone,Completed
144,2025-05-25,727.0,18,8,4,1481.68,0.0,5926.72,889.01,6815.73,PayFast,Online,Returned
145,2024-10-01,2165.0,3,7,1,5497.79,0.15,5497.79,824.67,6322.46,Debit Card,Online,Completed
146,2025-08-08,1209.0,6,9,2,4695.56,0.15,9391.12,1408.67,10799.79,Cash,Online,Pending
147,2024-05-13,85.0,8,7,1,467.29,0.15,467.29,70.09,537.38,Card,Phone,Returned
148,2024-02-11,1032.0,3,8,3,6467.99,0.0,19403.97,2910.6,22314.57,Cash,Unknown,Pending
149,2025-02-16,1191.0,2,3,3,896.27,0.15,2688.81,403.32,3092.13,SnapScan,Web,Pending
150,2024-01-24,766.0,10,4,2,2784.66,0.05,5569.32,835.4,6404.72,Cash,Phone,Cancelled
151,2025-06-01,2102.0,19,9,4,3125.17,0.0,12500.68,1875.1,14375.78,Cash,Online,Completed
152,2024-10-09,2052.0,17,3,1,7149.81,0.0,7149.81,1072.47,8222.28,PayFast,Store,Cancelled
153,2025-12-04,1393.0,2,5,2,843.55,0.2,1687.1,253.06,1940.16,EFT,Online,Completed
154,2024-09-20,1455.0,7,9,2,1852.3,0.15,3704.6,555.69,4260.29,EFT,Online,Completed
155,2025-12-29,419.0,3,2,2,5821.19,0.1,11642.38,1746.36,13388.74,Card,Online,Cancelled
156,2024-09-03,198.0,20,4,2,2409.88,0.15,4819.76,722.96,5542.72,EFT,Online,Pending
157,2024-02-10,1659.0,11,4,4,213.74,0.2,854.96,128.24,983.2,Card,Online,Completed
158,2025-02-02,2069.0,16,6,1,4859.19,0.1,4859.19,728.88,5588.07,PayFast,Online,Cancelled
159,2024-08-01,35.0,1,3,3,10235.15,0.2,30705.45,4605.82,35311.27,Cash,Store,Completed
160,2025-09-03,459.0,18,3,2,1481.68,0.0,2963.36,444.5,3407.86,Cash,Store,Completed
161,2025-09-02,2038.0,9,5,1,1209.48,0.15,1209.48,181.42,1390.9,SnapScan,Web,Cancelled
162,2025-09-16,876.0,13,6,3,10475.43,0.0,31426.29,4713.94,36140.23,Unknown,Store,Completed
163,2024-10-20,505.0,17,10,1,7149.81,0.0,7149.81,1072.47,8222.28,SnapScan,Unknown,Completed
164,2024-05-22,1405.0,1,10,3,12154.24,0.05,36462.72,5469.41,41932.13,PayFast,Online,Completed
165,2025-06-01,884.0,20,10,1,2835.15,0.0,2835.15,425.27,3260.42,Cash,Store,Cancelled
166,2024-02-07,315.0,3,5,2,5174.39,0.2,10348.78,1552.32,11901.1,SnapScan,Online,Pending
167,2025-10-07,1669.0,2,6,1,843.55,0.2,843.55,126.53,970.08,Debit Card,Store,Completed
168,2025-12-11,1784.0,2,9,1,896.27,0.15,896.27,134.44,1030.71,Card,Store,Completed
169,2024-07-27,791.0,2,9,1,1001.72,0.05,1001.72,150.26,1151.98,Card,Store,Returned
170,2024-11-24,631.0,15,2,4,2547.86,0.0,10191.44,1528.72,11720.16,EFT,Phone,Completed
171,2025-03-16,1395.0,12,1,2,3177.76,0.0,6355.52,953.33,7308.85,Debit Card,Web,Cancelled
172,2025-10-21,1988.0,14,9,4,405.4,0.1,1621.6,243.24,1864.84,Cash,Phone,Completed
173,2024-11-07,,4,4,4,5989.4,0.0,23957.6,3593.64,27551.24,EFT,Phone,Returned
174,2025-11-14,1223.0,8,8,4,467.29,0.15,1869.16,280.37,2149.53,Card,Online,Returned
175,2024-05-07,958.0,12,10,1,2701.1,0.15,2701.1,405.16,3106.26,PayFast,Store,Completed
176,2025-08-01,195.0,17,6,2,7149.81,0.0,14299.62,2144.94,16444.56,EFT,Store,Completed
177,2024-06-18,1856.0,9,10,1,1280.63,0.1,1280.63,192.09,1472.72,PayFast,Store,Pending
178,2025-10-19,1540.0,10,9,2,2638.1,0.1,5276.2,791.43,6067.63,PayFast,Store,Pending
179,2024-05-28,368.0,17,5,2,7149.81,0.0,14299.62,2144.94,16444.56,SnapScan,Online,Returned
180,2024-04-15,602.0,11,10,1,213.74,0.2,213.74,32.06,245.8,SnapScan,Online,Returned
181,2024-04-20,,6,4,1,4419.35,0.2,4419.35,662.9,5082.25,EFT,Store,Completed
182,2024-02-26,1656.0,19,9,1,2656.39,0.15,2656.39,398.46,3054.85,Debit Card,Online,Completed
183,2025-03-03,1631.0,4,8,5,5989.4,0.0,29947.0,4492.05,34439.05,PayFast,Online,Pending
184,2025-06-16,1268.0,18,4,2,1481.68,0.0,2963.36,444.5,3407.86,Cash,Web,Pending
185,2025-11-04,1000.0,17,3,4,5719.85,0.2,22879.4,3431.91,26311.31,Cash,Store,Completed
186,2024-05-25,1412.0,14,2,4,405.4,0.1,1621.6,243.24,1864.84,Card,Online,Returned
187,2025-01-02,604.0,13,10,2,10475.43,0.0,20950.86,3142.63,24093.49,Card,Online,Cancelled
188,2024-12-18,1567.0,19,7,1,3125.17,0.0,3125.17,468.78,3593.95,Debit Card,Store,Completed
189,2025-06-25,403.0,5,4,1,12218.46,0.0,12218.46,1832.77,14051.23,EFT,Phone,Completed
190,2024-09-03,1633.0,18,3,2,1185.34,0.2,2370.68,355.6,2726.28,Cash,Web,Completed
191,2025-05-04,167.0,1,3,3,12793.94,0.0,38381.82,5757.27,44139.09,SnapScan,Store,Completed
192,2024-02-26,1601.0,13,2,1,8380.34,0.2,8380.34,1257.05,9637.39,Card,Store,Cancelled
193,2024-01-27,792.0,20,6,1,2835.15,0.0,2835.15,425.27,3260.42,SnapScan,Web,Cancelled
194,2025-10-06,1144.0,3,5,2,5174.39,0.2,10348.78,1552.32,11901.1,Debit Card,Store,Completed
195,2025-08-19,726.0,17,4,4,6077.34,0.15,24309.36,3646.4,27955.76,Card,Web,Cancelled
196,2024-10-03,1509.0,8,5,1,522.26,0.05,522.26,78.34,600.6,Cash,Store,Cancelled
197,2024-05-23,665.0,2,8,2,843.55,0.2,1687.1,253.06,1940.16,SnapScan,Online,Cancelled
198,2024-04-04,1412.0,1,9,3,12154.24,0.05,36462.72,5469.41,41932.13,Debit Card,Store,Pending
199,2025-12-17,196.0,6,10,4,5524.19,0.0,22096.76,3314.51,25411.27,SnapScan,Web,Completed
200,,2186.0,9,2,1,1351.77,0.05,1351.77,202.77,1554.54,EFT,Phone,Completed
201,2024-12-19,1466.0,6,4,4,5247.98,0.05,20991.92,3148.79,24140.71,Card,Store,Completed
202,2025-11-25,44.0,7,3,1,1961.26,0.1,1961.26,294.19,2255.45,Card,Online,Completed
203,2025-11-16,1729.0,8,9,1,522.26,0.05,522.26,78.34,600.6,Cash,Store,Cancelled
204,2025-04-03,497.0,7,4,1,1852.3,0.15,1852.3,277.84,2130.14,Cash,Online,Returned
205,2024-11-26,202.0,6,10,1,4419.35,0.2,4419.35,662.9,5082.25,Card,Store,Cancelled
206,2024-02-24,1767.0,9,5,1,1422.92,0.0,1422.92,213.44,1636.36,Card,Store,Pending
207,2024-05-25,1927.0,18,2,4,1259.43,0.15,5037.72,755.66,5793.38,EFT,Online,Cancelled
208,,308.0,1,3,1,12154.24,0.05,12154.24,1823.14,13977.38,EFT,Store,Returned
209,2025-03-05,793.0,9,9,1,1280.63,0.1,1280.63,192.09,1472.72,Debit Card,Web,Completed
210,2024-08-25,1794.0,8,7,3,494.78,0.1,1484.34,222.65,1706.99,SnapScan,Online,Completed
211,2024-12-12,1305.0,14,1,1,360.35,0.2,360.35,54.05,414.4,Card,Store,Cancelled
212,2025-04-09,1756.0,13,2,2,10475.43,0.0,20950.86,3142.63,24093.49,Debit Card,Online,Cancelled
213,2024-01-16,1660.0,17,3,1,7149.81,0.0,7149.81,1072.47,8222.28,Card,Web,Cancelled
214,2025-10-06,701.0,6,4,1,4695.56,0.15,4695.56,704.33,5399.89,Debit Card,Web,Completed
215,2025-07-06,1500.0,1,6,5,12793.94,0.0,63969.7,9595.45,73565.15,SnapScan,Online,Pending
216,2024-03-15,299.0,17,3,5,7149.81,0.0,35749.05,5362.36,41111.41,Debit Card,Online,Completed
217,2025-07-01,162.0,18,10,3,1481.68,0.0,4445.04,666.76,5111.8,SnapScan,Online,Completed
218,2024-06-11,1183.0,18,1,1,1481.68,0.0,1481.68,222.25,1703.93,SnapScan,Web,Completed
219,2025-09-04,942.0,18,7,2,1481.68,0.0,2963.36,444.5,3407.86,PayFast,Online,Returned
220,2025-09-16,1222.0,20,6,2,2409.88,0.15,4819.76,722.96,5542.72,Cash,Phone,Completed
221,2025-04-13,1851.0,18,9,5,1185.34,0.2,5926.7,889.0,6815.7,Debit Card,Store,Completed
222,2025-07-11,1463.0,6,4,1,5247.98,0.05,5247.98,787.2,6035.18,PayFast,Online,Cancelled
223,2024-10-08,108.0,20,8,1,2835.15,0.0,2835.15,425.27,3260.42,PayFast,Web,Returned
224,2025-06-28,1890.0,16,10,2,4859.19,0.1,9718.38,1457.76,11176.14,SnapScan,Store,Completed
225,2024-05-12,2072.0,16,3,1,4859.19,0.1,4859.19,728.88,5588.07,PayFast,Store,Completed
226,2024-01-01,2180.0,11,9,1,267.18,0.0,267.18,40.08,307.26,EFT,Phone,Pending
227,2025-11-10,213.0,9,1,4,1422.92,0.0,5691.68,853.75,6545.43,SnapScan,Phone,Cancelled
228,2024-02-01,1871.0,19,1,2,3125.17,0.0,6250.34,937.55,7187.89,EFT,Web,Completed
229,2024-09-14,1404.0,12,5,1,2859.98,0.1,2859.98,429.0,3288.98,Debit Card,Online,Cancelled
230,2024-10-28,575.0,12,10,1,3177.76,0.0,3177.76,476.66,3654.42,PayFast,Online,Pending
231,2024-07-18,1103.0,13,4,2,9427.89,0.1,18855.78,2828.37,21684.15,EFT,Phone,Completed
232,2025-06-29,327.0,11,3,3,227.1,0.15,681.3,102.19,783.49,Cash,Store,Cancelled
233,2025-02-17,687.0,19,3,4,3125.17,0.0,12500.68,1875.1,14375.78,SnapScan,Online,Pending
234,2025-05-31,1516.0,4,4,1,5090.99,0.15,5090.99,763.65,5854.64,Card,Web,Cancelled
235,2025-01-30,2006.0,17,5,4,6434.83,0.1,25739.32,3860.9,29600.22,Cash,Store,Completed
236,2024-01-08,1177.0,9,4,1,1209.48,0.15,1209.48,181.42,1390.9,PayFast,Online,Returned
237,2025-09-05,306.0,4,8,2,5989.4,0.0,11978.8,1796.82,13775.62,PayFast,Phone,Completed
238,2024-03-29,967.0,9,1,3,1422.92,0.0,4268.76,640.31,4909.07,Cash,Phone,Cancelled
239,2024-12-01,1859.0,4,6,1,5989.4,0.0,5989.4,898.41,6887.81,SnapScan,Online,Pending
240,2024-04-09,1719.0,16,9,1,5129.15,0.05,5129.15,769.37,5898.52,Card,Store,Cancelled
241,2024-10-17,1089.0,5,2,5,9774.77,0.2,48873.85,7331.08,56204.93,Cash,Online,Completed
242,2025-06-25,1871.0,13,10,4,10475.43,0.0,41901.72,6285.26,48186.98,Debit Card,Online,Pending
243,2025-05-04,247.0,20,3,1,2835.15,0.0,2835.15,425.27,3260.42,SnapScan,Online,Completed
244,2024-05-20,1427.0,13,3,4,9427.89,0.1,37711.56,5656.73,43368.29,Cash,Online,Cancelled
245,2025-07-05,2075.0,14,8,1,450.44,0.0,450.44,67.57,518.01,PayFast,Phone,Completed
246,2025-07-08,2090.0,11,5,2,227.1,0.15,454.2,68.13,522.33,Cash,Phone,Returned
247,2024-05-11,1180.0,6,9,1,4971.77,0.1,4971.77,745.77,5717.54,PayFast,Store,Completed
248,2024-01-07,1362.0,1,3,4,12793.94,0.0,51175.76,7676.36,58852.12,Card,Web,Completed
249,2024-03-15,941.0,19,4,5,3125.17,0.0,15625.85,2343.88,17969.73,Card,Phone,Pending
250,2024-01-06,1300.0,3,4,1,6144.59,0.05,6144.59,921.69,7066.28,PayFast,Web,Completed
251,,1744.0,18,3,1,1481.68,0.0,1481.68,222.25,1703.93,SnapScan,Online,Completed
252,2025-09-26,1570.0,13,10,10,9951.66,0.05,99516.6,14927.49,114444.09,PayFast,Online,Completed
253,2024-10-26,1733.0,15,8,2,2547.86,0.0,5095.72,764.36,5860.08,Cash,Online,Pending
254,2024-08-02,687.0,12,5,4,3177.76,0.0,12711.04,1906.66,14617.7,EFT,Web,Returned
